"","LawaSiteID","SiteID","CouncilSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","ISLAND","CatchID","CatchType","TermReach","LAWA_CATCH","Comment","SOE_FW_RIV","CATCH_LBL"
"370","GDC-00031","Whakaahu Stream at Brunton Rd","Whakaahu Stream at Brunton Rd","TRUE","Lowland","Rural","Monthly","Monthly","Gisborne","GDC","North","37","Parent","5013426","37",NA,"1","Waipaoa"
"371","GDC-00029","Wharekahika River U/S Of Wharf Bridge","Wharekahika River upstream of Wharf Rd Bridge","TRUE","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","North","360","Parent","5000099","360",NA,"1","Wharekahika River"
"372","GDC-00012","Motu River @ Matawai Conserv Area","Motu River at Matawai Conservation Area","TRUE","Upland","Native","Monthly","Monthly","Gisborne","GDC","North","63","Parent","4005089","63",NA,"1","Motu River"
"373","GDC-00014","Pakarae River at Pakarae Station Bridge","Pakarae River at Pakarae Station Bridge","TRUE","Lowland","Rural","Monthly","Bimonthly","Gisborne","GDC","North","282","Parent","5012089","282",NA,"1","Pakarae River"
"374","LAWA-100331","Motu River above Falls","Motu River above Falls","TRUE","Upland","Rural","Monthly","Monthly","Gisborne","GDC","North","63","Parent","4005089","63",NA,"1","Motu River"
"376","GW-00025","Akatarawa River at Hutt Confluence","Akatarawa River at Hutt Confluence","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"377","GW-00053","Awhea River at Tora Rd","Awhea River at Tora Rd","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","358","Parent","9017645","358",NA,"1","Awhea River"
"378","GW-00049","Beef Creek at headwaters","Beef Creek at headwaters","TRUE","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"379","GW-00013","Horokiri Stream at Snodgrass","Horokiri Stream at Snodgrass","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","733","Parent","9009478","733",NA,"1","Horokiri Stream"
"380","GW-00051","Huangarua River at Ponatahi Bridge","Huangarua River at Ponatahi Bridge","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"381","GW-10001","Hutt River at Birchville","Hutt River at Birchville","TRUE","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"382","GW-00022","Hutt River at Boulcott","Hutt River at Boulcott","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"384","GW-10002","Hutt River at Maoribank Corner","Hutt River at Maoribank Corner","TRUE","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"385","GW-10003","Hutt River at Melling Bridge","Hutt River at Melling Bridge","TRUE","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"386","GW-10004","Hutt River at Poets Park","Hutt River at Poets Park","TRUE","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"387","GW-10005","Hutt River at Silverstream Bridge","Hutt River at Silverstream Bridge","TRUE","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"388","GW-00020","Hutt River at Te Marua Intake Site","Hutt River at Te Marua Intake Site","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"389","GW-00021","Hutt River Opposite Manor Park Golf Club","Hutt River Opposite Manor Park Golf Club","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"390","GW-00019","Kaiwharawhara Stream at Ngaio Gorge","Kaiwharawhara Stream at Ngaio Gorge","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","1024","Parent","9013529","1024",NA,"1","Kaiwharawhara Stream"
"391","GW-00018","Karori Stream at Makara Peak Mountain Bike Park","Karori Stream at Makara Peak Mountain Bike Park","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","760","Parent","9015439","760",NA,"1","Karori Stream"
"392","GW-00038","Kopuaranga River at Stuarts","Kopuaranga River at Stuarts","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"393","GW-00017","Makara Stream at Kennels","Makara Stream at Kennels","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","475","Parent","9012545","475",NA,"1","Makara Stream"
"394","GW-00007","Mangaone Stream at Sims Road Bridge","Mangaone Stream at Sims Road Bridge","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","581","Parent","9001452","581",NA,"1","Mangaone Stream"
"395","GW-00002","Mangapouri Stream at Bennetts Rd","Mangapouri Stream at Bennetts Rd","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","617","Parent","9000255","617",NA,"1","Waitohu Stream"
"396","GW-00024","Mangaroa River at Te Marua","Mangaroa River at Te Marua","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"397","GW-00050","Mangatarere River at State Highway 2","Mangatarere River at State Highway 2","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"398","GW-00043","Motuwaireka Stream at headwaters","Motuwaireka Stream at headwaters","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","735","Parent","9009866","735",NA,"1","Motuwaireka Stream"
"399","GW-00008","Ngarara Stream at Field Way","Ngarara Stream at Field Way","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","982","Parent","9003336","982",NA,"1","Ngarara Stream"
"400","GW-00030","Orongorongo River at Orongorongo Station","Orongorongo River at Orongorongo Station","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","445","Parent","9016841","445",NA,"1","Orongorongo River"
"401","GW-00006","Otaki River at Mouth","Otaki River at Mouth","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","231","Parent","9000730","231",NA,"1","Otaki River"
"402","GW-00005","Otaki River at Pukehinau","Otaki River at Pukehinau","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","231","Parent","9000730","231",NA,"1","Otaki River"
"403","GW-10006","Otaki River at State Highway 1","Otaki River at State Highway One","TRUE","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","North","231","Parent","9000730","231",NA,"1","Otaki River"
"404","GW-00023","Pakuratahi River 50m Below Farm Creek","Pakuratahi River 50m Below Farm Creek","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"405","GW-10007","Pakuratahi River at Forks","Pakuratahi River at Hutt Forks","TRUE","Upland","Forest","Unstated","Unstated","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"406","GW-00046","Parkvale Stream at Renalls Weir","Parkvale Stream at Renalls Weir","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"407","GW-00045","Parkvale tributary at Lowes Reserve","Parkvale tributary at Lowes Reserve","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"408","GW-00014","Pauatahanui Stream at Elmwood Bridge","Pauatahanui Stream at Elmwood Bridge","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","640","Parent","9009735","640",NA,"1","Puatahanui Stream"
"409","GW-00015","Porirua Stream at Glenside Overhead Cable","Porirua Stream at Glenside Overhead Cables","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","562","Parent","9010379","562",NA,"1","Porirua Stream"
"410","GW-00016","Porirua Stream at Wall Park","Porirua Stream at Milk Depot","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","562","Parent","9010379","562",NA,"1","Porirua Stream"
"411","GW-10008","Ruamahanga River at Double Bridges","Ruamahanga River at Double Bridges","TRUE","Upland","Forest","Unstated","Unstated","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"412","GW-00033","Ruamahanga River at Gladstone Bridge","Ruamahanga River at Gladstone Bridge","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"413","GW-10009","Ruamahanga River at Kokotau","Ruamahanga River at Kokotau","TRUE","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"414","GW-00031","Ruamahanga River at McLays","Ruamahanga River at McLays","TRUE","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"415","GW-10010","Ruamahanga River at Morrisons Bush","Ruamahanga River at Morrisons Bush","TRUE","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"416","GW-00034","Ruamahanga River at Pukio","Ruamahanga River at Pukio","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"417","GW-00032","Ruamahanga River at Te Ore Ore","Ruamahanga River at Te Ore Ore","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"418","GW-10011","Ruamahanga River at The Cliffs","Ruamahanga River at The Cliffs","TRUE","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"421","GW-00052","Tauanui River at Whakatomotomo Rd","Tauanui River at Whakatomotomo Rd","TRUE","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"422","GW-00036","Taueru River at Castlehill","Taueru River at Castlehill","TRUE","Upland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"423","GW-00037","Taueru River at Gladstone","Taueru River at Gladstone","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"424","GW-00055","Tauherenikau River at Websters","Tauherenikau River at Websters","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"425","GW-00044","Totara Stream at Stronvar","Totara Stream at Stronvar","TRUE","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","426","Parent","9012629","426",NA,"1","Kaiwhata River"
"426","GW-00010","Waikanae River at Greenaway Rd","Waikanae River at Greenaway Rd","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","354","Parent","9003742","354",NA,"1","Waikanae River"
"427","GW-10013","Waikanae River at Jim Cooke Park","Waikanae River at Jim Cooke Park","TRUE","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","North","354","Parent","9003742","354",NA,"1","Waikanae River"
"428","GW-00009","Waikanae River at Mangaone Walkway","Waikanae River at Mangaone Walkway","TRUE","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","354","Parent","9003742","354",NA,"1","Waikanae River"
"429","GW-10014","Waikanae River at State Highway 1","Waikanae River at State Highway One","TRUE","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","North","354","Parent","9003742","354",NA,"1","Waikanae River"
"430","GW-10015","Waingawa River at Kaituna","Waingawa River at Kaituna","TRUE","Upland","Forest","Unstated","Unstated","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"431","GW-00041","Waingawa River at South Rd","Waingawa River at South Rd","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"432","GW-00028","Wainuiomata River at Manuka Track","Wainuiomata River at Manuka Track","TRUE","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","381","Parent","9016680","381",NA,"1","Wainuiomata River"
"433","GW-00048","Waiohine River at Bicknells","Waiohine River at Bicknells","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"434","GW-00047","Waiohine River at Gorge","Waiohine River at Gorge","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"435","GW-10017","Waiohine River at State Highway 2","Waiohine River at State Highway 2","TRUE","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"436","GW-00056","Waiorongomai River at Forest Park","Waiorongomai River at Forest Park","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"437","GW-00040","Waipoua River at Colombo Rd Bridge","Waipoua River at Colombo Rd Bridge","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"438","GW-00003","Waitohu Stream at Forest Park","Waitohu Stream at Forest Park","TRUE","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","617","Parent","9000255","617",NA,"1","Waitohu Stream"
"439","GW-00004","Waitohu Stream at Norfolk Crescent","Waitohu Stream at Norfolk Crescent","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","617","Parent","9000255","617",NA,"1","Waitohu Stream"
"440","GW-00264","Waiwhetu Stream at Whites Line East","Waiwhetu Stream at Whites Line East","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"441","GW-00026","Whakatikei River at Riverstone","Whakatikei River at Riverstone","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"442","GW-00039","Whangaehu River at 250m from Confluence","Whangaehu River at 250m from Confluence","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"443","GW-00042","Whareama River at Gauge","Whareama River at Gauge","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","167","Parent","9008105","167",NA,"1","Whareama River"
"444","GW-00012","Whareroa Stream at QE Park","Whareroa Stream at QE Park","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","1048","Parent","9005999","1048",NA,"1","Whareroa Stream"
"445","GW-00011","Whareroa Stream at Waterfall Rd","Whareroa Stream at Waterfall Rd","TRUE","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","1048","Parent","9005999","1048",NA,"1","Whareroa Stream"
"446","LAWA-100394","Enaki Stream upstream of Mangatarere Stream confluence","Enaki Stream D/S site for Riparian","TRUE","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"447","GW-10016","Wainuiomata River at Richard Prouse Park","Wainuiomata River at Richard Prouse Park","TRUE","Upland","Forest","Unstated","Unstated","Wellington","GWRC","North","381","Parent","9016680","381",NA,"1","Wainuiomata River"
"448","GW-00029","Wainuiomata River Dnstr of White Bridge","Wainuiomata River Dnstr of White Bridge","TRUE","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","North","381","Parent","9016680","381",NA,"1","Wainuiomata River"
"449","HRC-00001","Arawhata Drain at Hokio Beach Road","Arawhata Drain at Hokio Beach Road","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","506","Parent","7045468","506",NA,"1","Lake Horowhenua"
"450","HRC-00002","Hautapu at US Rangitikei River Conf","Hautapu at US Rangitikei River Conf","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
